OKRES	TYPZASTUP	DRUHZASTUP	KODZASTUP	NAZEVZAST	OBVODY	COBVODU	MANDATY	POCOBYV	key
4201	1	1	530395	Janská	0	1	7	215	janska
4201	1	1	530417	Doubice	0	1	7	98	doubice
4201	1	1	544647	Bynovec	0	1	7	335	bynovec
4201	1	1	544680	Janov	0	1	7	339	janov
4201	1	1	544701	Labská Stráň	0	1	7	232	labska-stran
4201	1	1	545538	Starý Šachov	0	1	7	217	stary-sachov
4201	1	1	545678	Markvartice	0	1	9	722	markvartice
4201	1	1	545708	Lobendava	0	1	7	263	lobendava
4201	1	1	545783	Dobrná	0	1	7	441	dobrna
4201	1	1	545791	Merboltice	0	1	7	207	merboltice
4201	1	1	545856	Dolní Habartice	0	1	7	588	dolni-habartice
4201	1	1	545899	Františkov nad Ploučnicí	0	1	7	390	frantiskov-nad-ploucnici
4201	1	1	545929	Horní Habartice	0	1	7	415	horni-habartice
4201	1	1	546330	Kunratice	0	1	7	249	kunratice
4201	1	1	546348	Srbská Kamenice	0	1	7	260	srbska-kamenice
4201	1	1	546453	Kámen	0	1	7	253	kamen
4201	1	1	546496	Ludvíkovice	0	1	15	930	ludvikovice
4201	1	1	555193	Těchlovice	0	1	7	535	techlovice
4201	1	3	562335	Děčín	0	1	27	47029	decin
4201	1	1	562343	Arnoltice	0	1	7	420	arnoltice
4201	1	2	562351	Benešov nad Ploučnicí	0	1	15	3573	benesov-nad-ploucnici
4201	1	2	562394	Česká Kamenice	0	1	21	5028	ceska-kamenice
4201	1	1	562408	Dobkovice	0	1	9	648	dobkovice
4201	1	1	562432	Dolní Podluží	0	1	9	1176	dolni-podluzi
4201	1	2	562441	Dolní Poustevna	0	1	9	1650	dolni-poustevna
4201	1	1	562483	Heřmanov	0	1	7	474	hermanov
4201	1	1	562505	Horní Podluží	0	1	9	813	horni-podluzi
4201	1	1	562513	Hřensko	0	1	7	267	hrensko
4201	1	1	562521	Huntířov	0	1	9	823	huntirov
4201	1	2	562530	Chřibská	0	1	9	1323	chribska
4201	1	1	562556	Jetřichovice	0	1	7	396	jetrichovice
4201	1	2	562564	Jílové	0	1	17	5062	jilove
4201	1	1	562572	Jiřetín pod Jedlovou	0	1	7	638	jiretin-pod-jedlovou
4201	1	2	562581	Jiříkov	0	1	15	3490	jirikov
4201	1	2	562611	Krásná Lípa	0	1	21	3405	krasna-lipa
4201	1	1	562645	Kytlice	0	1	11	466	kytlice
4201	1	1	562661	Lipová	0	1	7	579	lipova
4201	1	1	562700	Malá Veleň	0	1	7	452	mala-velen
4201	1	1	562718	Malšovice	0	1	9	968	malsovice
4201	1	2	562751	Mikulášovice	0	1	11	2076	mikulasovice
4201	1	2	562777	Rumburk	0	1	23	10679	rumburk
4201	1	1	562793	Rybniště	0	1	7	663	rybniste
4201	1	1	562823	Staré Křečany	0	1	9	1195	stare-krecany
4201	1	2	562858	Šluknov	0	1	15	5721	sluknov
4201	1	1	562874	Valkeřice	0	1	7	394	valkerice
4201	1	2	562882	Varnsdorf	0	1	21	14738	varnsdorf
4201	1	1	562891	Velká Bukovina	0	1	7	513	velka-bukovina
4201	1	2	562912	Velký Šenov	0	1	15	1979	velky-senov
4201	1	2	562921	Verneřice	0	1	9	1162	vernerice
4201	1	1	562939	Veselé	0	1	7	358	vesele
4201	1	1	562947	Vilémov	0	1	9	864	vilemov
4201	1	1	566900	Růžová	0	1	7	583	ruzova
